communication_id,customer_id,client_id,sent_date,channel,message_type,ab_test_group,message_tone,delivered_flag,opened_or_clicked_flag,days_after_upload
COMM0005854,DCUST003040,DSC008,2023-04-15,Agent Referral,Reminder 2,Not Applicable,Agent-Assisted,1,0,20
COMM0005855,DCUST003041,DSC005,2023-02-21,SMS,Initial Invite,Variant,Supportive,1,0,1
COMM0005856,DCUST003041,DSC005,2023-03-06,Email,Reminder 1,Not Applicable,Supportive,1,0,14
COMM0005857,DCUST003042,DSC004,2023-02-08,Email,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0005858,DCUST003043,DSC002,2022-10-07,SMS,Initial Invite,Not Applicable,Direct,1,1,2
COMM0005859,DCUST003043,DSC002,2022-10-18,SMS,Reminder 1,Not Applicable,Direct,1,0,13
COMM0005860,DCUST003044,DSC007,2023-03-31,Email,Initial Invite,Not Applicable,Informational,1,0,1
COMM0005861,DCUST003044,DSC007,2023-04-09,Email,Reminder 1,Not Applicable,Direct,1,0,10
COMM0005862,DCUST003045,DSC010,2022-10-01,Email,Initial Invite,Not Applicable,Informational,1,1,0
COMM0005863,DCUST003046,DSC002,2022-06-07,SMS,Initial Invite,Not Applicable,Direct,1,0,0
COMM0005864,DCUST003046,DSC002,2022-06-18,SMS,Reminder 1,Not Applicable,Direct,1,1,11
COMM0005865,DCUST003046,DSC002,2022-07-02,Email,Reminder 2,Not Applicable,Supportive,0,0,25
COMM0005866,DCUST003047,DSC002,2023-01-17,Letter,Initial Invite,Not Applicable,Informational,1,0,2
COMM0005867,DCUST003048,DSC002,2023-02-02,SMS,Initial Invite,Control,Direct,1,1,0
COMM0005868,DCUST003049,DSC010,2023-05-26,SMS,Initial Invite,Not Applicable,Direct,1,0,1
COMM0005869,DCUST003049,DSC010,2023-05-30,Email,Reminder 1,Not Applicable,Direct,1,1,5
COMM0005870,DCUST003050,DSC001,2023-04-25,SMS,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0005871,DCUST003050,DSC001,2023-05-02,Email,Reminder 1,Not Applicable,Supportive,1,0,9
COMM0005872,DCUST003051,DSC006,2023-01-15,SMS,Initial Invite,Control,Direct,1,0,1
COMM0005873,DCUST003051,DSC006,2023-01-26,Letter,Reminder 1,Not Applicable,Informational,1,0,12
COMM0005874,DCUST003052,DSC005,2022-09-02,SMS,Initial Invite,Not Applicable,Informational,1,0,2
COMM0005875,DCUST003052,DSC005,2022-09-10,SMS,Reminder 1,Not Applicable,Informational,1,0,10
COMM0005876,DCUST003052,DSC005,2022-09-22,Letter,Reminder 2,Not Applicable,Informational,1,0,22
COMM0005877,DCUST003052,DSC005,2022-10-03,SMS,Agent Follow-up,Not Applicable,Informational,1,0,33
COMM0005878,DCUST003053,DSC006,2022-12-18,SMS,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0005879,DCUST003053,DSC006,2022-12-24,Email,Reminder 1,Not Applicable,Informational,1,0,8
COMM0005880,DCUST003054,DSC006,2022-06-04,Letter,Initial Invite,Not Applicable,Informational,1,0,1
COMM0005881,DCUST003055,DSC007,2023-04-18,SMS,Initial Invite,Not Applicable,Informational,1,1,2
COMM0005882,DCUST003055,DSC007,2023-04-25,SMS,Reminder 1,Not Applicable,Informational,1,0,9
COMM0005883,DCUST003056,DSC006,2022-10-16,SMS,Initial Invite,Not Applicable,Supportive,1,0,0
COMM0005884,DCUST003057,DSC001,2022-08-20,Email,Initial Invite,Not Applicable,Direct,1,0,2
COMM0005885,DCUST003057,DSC001,2022-08-30,SMS,Reminder 1,Not Applicable,Direct,1,0,12
COMM0005886,DCUST003058,DSC007,2023-05-10,SMS,Initial Invite,Not Applicable,Direct,1,0,0
COMM0005887,DCUST003058,DSC007,2023-05-23,SMS,Reminder 1,Not Applicable,Supportive,1,1,13
COMM0005888,DCUST003058,DSC007,2023-05-20,Agent Referral,Reminder 2,Not Applicable,Agent-Assisted,1,0,10
COMM0005889,DCUST003058,DSC007,2023-05-23,Agent Referral,Agent Follow-up,Not Applicable,Agent-Assisted,1,1,13
COMM0005890,DCUST003059,DSC005,2022-12-25,SMS,Initial Invite,Not Applicable,Direct,1,0,1
COMM0005891,DCUST003059,DSC005,2023-01-04,SMS,Reminder 1,Variant,Supportive,1,0,11
COMM0005892,DCUST003059,DSC005,2023-01-06,Email,Reminder 2,Not Applicable,Supportive,0,0,13
COMM0005893,DCUST003060,DSC010,2022-06-13,SMS,Initial Invite,Not Applicable,Direct,1,1,0
COMM0005894,DCUST003060,DSC010,2022-06-23,Email,Reminder 1,Not Applicable,Informational,1,0,10
COMM0005895,DCUST003061,DSC001,2023-01-06,SMS,Initial Invite,Control,Direct,1,1,1
COMM0005896,DCUST003061,DSC001,2023-01-18,SMS,Reminder 1,Variant,Supportive,1,0,13
COMM0005897,DCUST003062,DSC002,2023-04-18,SMS,Initial Invite,Not Applicable,Direct,1,0,2
COMM0005898,DCUST003062,DSC002,2023-04-24,Email,Reminder 1,Not Applicable,Informational,1,0,8
COMM0005899,DCUST003063,DSC001,2023-05-14,Email,Initial Invite,Not Applicable,Direct,1,0,1
COMM0005900,DCUST003064,DSC006,2022-07-02,Email,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0005901,DCUST003065,DSC010,2023-01-09,Email,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0005902,DCUST003065,DSC010,2023-01-19,Letter,Reminder 1,Not Applicable,Informational,1,0,11
COMM0005903,DCUST003065,DSC010,2023-01-26,SMS,Reminder 2,Variant,Supportive,1,0,18
COMM0005904,DCUST003066,DSC001,2022-07-16,SMS,Initial Invite,Not Applicable,Supportive,1,0,0
COMM0005905,DCUST003067,DSC004,2022-09-09,SMS,Initial Invite,Not Applicable,Informational,1,1,2
COMM0005906,DCUST003068,DSC007,2022-09-17,Letter,Initial Invite,Not Applicable,Informational,1,0,1
COMM0005907,DCUST003068,DSC007,2022-09-22,SMS,Reminder 1,Not Applicable,Direct,1,0,6
COMM0005908,DCUST003069,DSC002,2023-04-11,Email,Initial Invite,Not Applicable,Informational,1,1,1
COMM0005909,DCUST003070,DSC002,2022-10-25,SMS,Initial Invite,Not Applicable,Direct,1,0,0
COMM0005910,DCUST003070,DSC002,2022-10-30,SMS,Reminder 1,Not Applicable,Supportive,1,0,5
COMM0005911,DCUST003070,DSC002,2022-11-07,Email,Reminder 2,Not Applicable,Supportive,1,0,13
COMM0005912,DCUST003071,DSC001,2023-01-04,SMS,Initial Invite,Variant,Supportive,1,1,2
COMM0005913,DCUST003072,DSC001,2023-03-22,SMS,Initial Invite,Control,Direct,1,1,1
COMM0005914,DCUST003073,DSC001,2022-09-17,Email,Initial Invite,Not Applicable,Supportive,1,0,0
COMM0005915,DCUST003073,DSC001,2022-09-27,SMS,Reminder 1,Not Applicable,Supportive,1,1,10
COMM0005916,DCUST003073,DSC001,2022-10-08,Email,Reminder 2,Not Applicable,Supportive,1,0,21
COMM0005917,DCUST003073,DSC001,2022-09-30,Letter,Agent Follow-up,Not Applicable,Informational,0,0,13
COMM0005918,DCUST003074,DSC007,2022-09-24,Email,Initial Invite,Not Applicable,Direct,1,0,1
COMM0005919,DCUST003075,DSC002,2022-07-20,SMS,Initial Invite,Not Applicable,Direct,1,1,0
COMM0005920,DCUST003075,DSC002,2022-07-27,Email,Reminder 1,Not Applicable,Supportive,1,0,7
COMM0005921,DCUST003076,DSC003,2022-06-06,SMS,Initial Invite,Not Applicable,Direct,1,0,0
COMM0005922,DCUST003077,DSC006,2023-04-09,Email,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0005923,DCUST003077,DSC006,2023-04-20,Email,Reminder 1,Not Applicable,Informational,0,0,12
COMM0005924,DCUST003078,DSC005,2023-03-04,Letter,Initial Invite,Not Applicable,Informational,1,0,0
COMM0005925,DCUST003079,DSC007,2023-01-27,SMS,Initial Invite,Variant,Supportive,1,1,1
COMM0005926,DCUST003079,DSC007,2023-02-01,SMS,Reminder 1,Variant,Supportive,1,0,6
COMM0005927,DCUST003080,DSC001,2023-02-25,Email,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0005928,DCUST003081,DSC002,2022-09-17,SMS,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0005929,DCUST003081,DSC002,2022-09-22,Email,Reminder 1,Not Applicable,Informational,1,0,7
COMM0005930,DCUST003082,DSC001,2022-09-09,SMS,Initial Invite,Not Applicable,Direct,1,0,0
COMM0005931,DCUST003082,DSC001,2022-09-21,Email,Reminder 1,Not Applicable,Informational,1,0,12
COMM0005932,DCUST003083,DSC001,2023-02-01,SMS,Initial Invite,Variant,Supportive,1,0,1
COMM0005933,DCUST003083,DSC001,2023-02-13,Email,Reminder 1,Not Applicable,Supportive,1,0,13
COMM0005934,DCUST003084,DSC005,2022-09-07,SMS,Initial Invite,Not Applicable,Supportive,1,0,0
COMM0005935,DCUST003084,DSC005,2022-09-14,SMS,Reminder 1,Not Applicable,Informational,1,1,7
COMM0005936,DCUST003084,DSC005,2022-09-22,Letter,Reminder 2,Not Applicable,Informational,1,0,15
COMM0005937,DCUST003084,DSC005,2022-09-25,Email,Agent Follow-up,Not Applicable,Supportive,1,1,18
COMM0005938,DCUST003085,DSC001,2022-10-13,SMS,Initial Invite,Not Applicable,Informational,1,0,0
COMM0005939,DCUST003085,DSC001,2022-10-22,SMS,Reminder 1,Not Applicable,Supportive,1,0,9
COMM0005940,DCUST003086,DSC010,2022-10-18,SMS,Initial Invite,Not Applicable,Informational,1,0,1
COMM0005941,DCUST003086,DSC010,2022-10-21,SMS,Reminder 1,Not Applicable,Informational,1,0,4
COMM0005942,DCUST003087,DSC004,2023-05-11,SMS,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0005943,DCUST003088,DSC001,2023-02-14,SMS,Initial Invite,Variant,Supportive,1,0,2
COMM0005944,DCUST003088,DSC001,2023-02-20,Email,Reminder 1,Not Applicable,Informational,1,0,8
COMM0005945,DCUST003089,DSC006,2023-04-19,Letter,Initial Invite,Not Applicable,Informational,1,0,2
COMM0005946,DCUST003090,DSC006,2022-06-29,Email,Initial Invite,Not Applicable,Supportive,1,1,1
COMM0005947,DCUST003091,DSC004,2022-08-05,SMS,Initial Invite,Not Applicable,Direct,1,0,0
COMM0005948,DCUST003091,DSC004,2022-08-16,SMS,Reminder 1,Not Applicable,Direct,1,0,11
COMM0005949,DCUST003091,DSC004,2022-08-26,Email,Reminder 2,Not Applicable,Direct,1,1,21
COMM0005950,DCUST003092,DSC006,2022-11-05,Email,Initial Invite,Not Applicable,Informational,1,1,2
COMM0005951,DCUST003092,DSC006,2022-11-14,Letter,Reminder 1,Not Applicable,Informational,1,0,11
COMM0005952,DCUST003093,DSC003,2022-12-03,Email,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0005953,DCUST003094,DSC005,2022-11-26,Email,Initial Invite,Not Applicable,Direct,1,0,0
COMM0005954,DCUST003094,DSC005,2022-12-05,Email,Reminder 1,Not Applicable,Informational,1,0,9
COMM0005955,DCUST003095,DSC007,2023-01-25,SMS,Initial Invite,Control,Direct,1,0,1
COMM0005956,DCUST003096,DSC003,2022-11-09,Letter,Initial Invite,Not Applicable,Informational,1,0,2
COMM0005957,DCUST003096,DSC003,2022-11-14,SMS,Reminder 1,Not Applicable,Supportive,1,0,7
COMM0005958,DCUST003096,DSC003,2022-11-22,Agent Referral,Reminder 2,Not Applicable,Agent-Assisted,1,0,15
COMM0005959,DCUST003097,DSC003,2023-01-10,Letter,Initial Invite,Not Applicable,Informational,1,0,1
COMM0005960,DCUST003097,DSC003,2023-01-21,SMS,Reminder 1,Variant,Supportive,1,0,12
COMM0005961,DCUST003098,DSC004,2022-09-07,Email,Initial Invite,Not Applicable,Direct,1,0,1
COMM0005962,DCUST003098,DSC004,2022-09-16,SMS,Reminder 1,Not Applicable,Informational,1,0,10
COMM0005963,DCUST003099,DSC008,2023-01-30,Email,Initial Invite,Not Applicable,Supportive,1,1,0
COMM0005964,DCUST003100,DSC003,2022-11-16,SMS,Initial Invite,Not Applicable,Informational,1,1,1
COMM0005965,DCUST003100,DSC003,2022-11-23,SMS,Reminder 1,Not Applicable,Direct,1,1,8
COMM0005966,DCUST003101,DSC003,2023-04-06,SMS,Initial Invite,Not Applicable,Informational,1,0,1
COMM0005967,DCUST003101,DSC003,2023-04-14,Email,Reminder 1,Not Applicable,Direct,1,0,9
COMM0005968,DCUST003102,DSC001,2022-08-13,SMS,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0005969,DCUST003102,DSC001,2022-08-19,Email,Reminder 1,Not Applicable,Direct,1,0,8
COMM0005970,DCUST003102,DSC001,2022-09-02,Email,Reminder 2,Not Applicable,Direct,1,0,22
COMM0005971,DCUST003102,DSC001,2022-08-28,Agent Referral,Agent Follow-up,Not Applicable,Agent-Assisted,1,1,17
COMM0005972,DCUST003103,DSC001,2022-10-14,Email,Initial Invite,Not Applicable,Direct,1,0,1
COMM0005973,DCUST003104,DSC005,2023-04-07,SMS,Initial Invite,Not Applicable,Informational,1,0,0
COMM0005974,DCUST003104,DSC005,2023-04-16,SMS,Reminder 1,Not Applicable,Informational,1,0,9
COMM0005975,DCUST003105,DSC007,2022-11-18,SMS,Initial Invite,Not Applicable,Informational,1,0,2
COMM0005976,DCUST003105,DSC007,2022-11-25,SMS,Reminder 1,Not Applicable,Direct,1,0,9
COMM0005977,DCUST003105,DSC007,2022-11-30,SMS,Reminder 2,Not Applicable,Direct,1,0,14
COMM0005978,DCUST003106,DSC005,2023-03-24,SMS,Initial Invite,Variant,Supportive,1,0,1
COMM0005979,DCUST003107,DSC006,2023-01-19,Email,Initial Invite,Not Applicable,Informational,1,0,0
COMM0005980,DCUST003108,DSC003,2023-02-07,SMS,Initial Invite,Control,Direct,1,1,0
COMM0005981,DCUST003108,DSC003,2023-02-19,SMS,Reminder 1,Control,Direct,1,1,12
COMM0005982,DCUST003108,DSC003,2023-02-27,SMS,Reminder 2,Control,Direct,1,0,20
COMM0005983,DCUST003109,DSC007,2023-01-01,SMS,Initial Invite,Variant,Supportive,1,0,2
COMM0005984,DCUST003109,DSC007,2023-01-04,Email,Reminder 1,Not Applicable,Informational,1,1,5
COMM0005985,DCUST003110,DSC005,2022-11-07,SMS,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0005986,DCUST003110,DSC005,2022-11-13,SMS,Reminder 1,Not Applicable,Direct,1,0,8
COMM0005987,DCUST003110,DSC005,2022-11-27,SMS,Reminder 2,Not Applicable,Direct,1,0,22
COMM0005988,DCUST003111,DSC001,2023-04-26,Email,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0005989,DCUST003111,DSC001,2023-05-03,SMS,Reminder 1,Not Applicable,Supportive,1,1,9
COMM0005990,DCUST003112,DSC001,2023-03-06,SMS,Initial Invite,Variant,Supportive,1,1,2
COMM0005991,DCUST003112,DSC001,2023-03-11,Email,Reminder 1,Not Applicable,Direct,1,0,7
COMM0005992,DCUST003113,DSC001,2023-04-13,Letter,Initial Invite,Not Applicable,Informational,1,0,1
COMM0005993,DCUST003114,DSC001,2022-06-08,SMS,Initial Invite,Not Applicable,Supportive,1,1,0
COMM0005994,DCUST003114,DSC001,2022-06-20,SMS,Reminder 1,Not Applicable,Direct,1,1,12
COMM0005995,DCUST003115,DSC003,2022-09-11,SMS,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0005996,DCUST003115,DSC003,2022-09-18,Email,Reminder 1,Not Applicable,Informational,1,0,8
COMM0005997,DCUST003116,DSC002,2023-04-03,Email,Initial Invite,Not Applicable,Informational,1,0,2
COMM0005998,DCUST003117,DSC001,2022-06-05,Email,Initial Invite,Not Applicable,Informational,1,1,0
COMM0005999,DCUST003118,DSC003,2022-10-21,Email,Initial Invite,Not Applicable,Informational,1,0,2
COMM0006000,DCUST003118,DSC003,2022-10-31,SMS,Reminder 1,Not Applicable,Direct,1,1,12
COMM0006001,DCUST003119,DSC003,2023-01-13,SMS,Initial Invite,Variant,Supportive,1,0,2
COMM0006002,DCUST003120,DSC006,2023-01-19,SMS,Initial Invite,Variant,Supportive,1,0,2
COMM0006003,DCUST003120,DSC006,2023-01-25,SMS,Reminder 1,Variant,Supportive,1,0,8
COMM0006004,DCUST003121,DSC001,2023-04-03,SMS,Initial Invite,Not Applicable,Direct,1,0,1
COMM0006005,DCUST003122,DSC002,2022-10-01,SMS,Initial Invite,Not Applicable,Informational,1,0,2
COMM0006006,DCUST003123,DSC009,2023-01-01,SMS,Initial Invite,Variant,Supportive,1,1,2
COMM0006007,DCUST003123,DSC009,2023-01-07,SMS,Reminder 1,Control,Direct,1,0,8
COMM0006008,DCUST003124,DSC002,2022-10-20,Email,Initial Invite,Not Applicable,Informational,1,0,0
COMM0006009,DCUST003125,DSC009,2022-07-07,SMS,Initial Invite,Not Applicable,Direct,0,0,1
COMM0006010,DCUST003125,DSC009,2022-07-10,SMS,Reminder 1,Not Applicable,Supportive,1,0,4
COMM0006011,DCUST003126,DSC003,2023-01-21,Email,Initial Invite,Not Applicable,Direct,1,0,0
COMM0006012,DCUST003127,DSC005,2022-09-17,Email,Initial Invite,Not Applicable,Informational,1,0,0
COMM0006013,DCUST003128,DSC003,2022-10-17,SMS,Initial Invite,Not Applicable,Supportive,1,1,0
COMM0006014,DCUST003129,DSC007,2023-02-03,SMS,Initial Invite,Not Applicable,Direct,1,0,0
COMM0006015,DCUST003129,DSC007,2023-02-16,SMS,Reminder 1,Not Applicable,Direct,1,0,13
COMM0006016,DCUST003130,DSC006,2023-02-13,SMS,Initial Invite,Control,Direct,1,0,0
COMM0006017,DCUST003130,DSC006,2023-02-22,Email,Reminder 1,Not Applicable,Informational,1,1,9
COMM0006018,DCUST003131,DSC008,2022-06-22,Email,Initial Invite,Not Applicable,Supportive,1,0,0
COMM0006019,DCUST003132,DSC001,2022-07-16,SMS,Initial Invite,Not Applicable,Direct,1,0,1
COMM0006020,DCUST003132,DSC001,2022-07-23,Email,Reminder 1,Not Applicable,Informational,1,0,8
COMM0006021,DCUST003133,DSC001,2022-08-21,Email,Initial Invite,Not Applicable,Supportive,1,0,0
COMM0006022,DCUST003133,DSC001,2022-09-02,Email,Reminder 1,Not Applicable,Informational,1,0,12
COMM0006023,DCUST003133,DSC001,2022-09-15,Letter,Reminder 2,Not Applicable,Informational,1,0,25
COMM0006024,DCUST003134,DSC003,2022-08-27,Email,Initial Invite,Not Applicable,Informational,1,0,0
COMM0006025,DCUST003134,DSC003,2022-09-06,SMS,Reminder 1,Not Applicable,Supportive,1,0,10
COMM0006026,DCUST003134,DSC003,2022-09-04,SMS,Reminder 2,Not Applicable,Supportive,1,0,8
COMM0006027,DCUST003135,DSC006,2023-05-31,Letter,Initial Invite,Not Applicable,Informational,1,0,0
COMM0006028,DCUST003135,DSC006,2023-05-30,SMS,Reminder 1,Not Applicable,Supportive,1,0,-1
COMM0006029,DCUST003135,DSC006,2023-05-28,Agent Referral,Reminder 2,Not Applicable,Agent-Assisted,1,1,-3
COMM0006030,DCUST003136,DSC005,2022-11-13,Email,Initial Invite,Not Applicable,Informational,1,0,0
COMM0006031,DCUST003137,DSC008,2023-04-18,Letter,Initial Invite,Not Applicable,Informational,1,0,0
COMM0006032,DCUST003138,DSC007,2022-12-12,SMS,Initial Invite,Not Applicable,Informational,1,0,0
COMM0006033,DCUST003138,DSC007,2022-12-24,SMS,Reminder 1,Not Applicable,Direct,1,1,12
COMM0006034,DCUST003138,DSC007,2023-01-01,SMS,Reminder 2,Control,Direct,1,0,20
COMM0006035,DCUST003138,DSC007,2023-01-09,Agent Referral,Agent Follow-up,Not Applicable,Agent-Assisted,1,1,28
COMM0006036,DCUST003139,DSC002,2023-03-04,SMS,Initial Invite,Control,Direct,1,0,0
COMM0006037,DCUST003139,DSC002,2023-03-12,SMS,Reminder 1,Variant,Supportive,1,0,8
COMM0006038,DCUST003140,DSC005,2022-09-16,Letter,Initial Invite,Not Applicable,Informational,1,0,0
COMM0006039,DCUST003141,DSC007,2022-09-24,Email,Initial Invite,Not Applicable,Informational,1,0,0
COMM0006040,DCUST003141,DSC007,2022-10-05,Letter,Reminder 1,Not Applicable,Informational,1,0,11
COMM0006041,DCUST003142,DSC009,2023-02-26,Email,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0006042,DCUST003143,DSC010,2023-02-15,Letter,Initial Invite,Not Applicable,Informational,1,0,1
COMM0006043,DCUST003143,DSC010,2023-02-26,SMS,Reminder 1,Control,Direct,1,0,12
COMM0006044,DCUST003143,DSC010,2023-02-23,Agent Referral,Reminder 2,Not Applicable,Agent-Assisted,1,1,9
COMM0006045,DCUST003144,DSC001,2022-07-19,Email,Initial Invite,Not Applicable,Informational,1,1,2
COMM0006046,DCUST003145,DSC005,2023-03-08,Email,Initial Invite,Not Applicable,Direct,1,0,1
COMM0006047,DCUST003145,DSC005,2023-03-17,SMS,Reminder 1,Variant,Supportive,1,0,10
COMM0006048,DCUST003146,DSC006,2022-11-22,Email,Initial Invite,Not Applicable,Direct,1,0,0
COMM0006049,DCUST003146,DSC006,2022-12-03,SMS,Reminder 1,Not Applicable,Direct,1,0,11
COMM0006050,DCUST003147,DSC003,2023-02-05,Email,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0006051,DCUST003147,DSC003,2023-02-17,SMS,Reminder 1,Control,Direct,1,1,13
COMM0006052,DCUST003148,DSC007,2023-01-26,SMS,Initial Invite,Not Applicable,Informational,1,0,0
COMM0006053,DCUST003148,DSC007,2023-02-03,SMS,Reminder 1,Not Applicable,Supportive,1,0,8
COMM0006054,DCUST003149,DSC010,2023-04-07,Email,Initial Invite,Not Applicable,Direct,1,1,0
COMM0006055,DCUST003150,DSC006,2023-03-01,Email,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0006056,DCUST003150,DSC006,2023-03-14,Email,Reminder 1,Not Applicable,Supportive,1,1,14
COMM0006057,DCUST003151,DSC009,2022-07-07,Letter,Initial Invite,Not Applicable,Informational,1,0,0
COMM0006058,DCUST003151,DSC009,2022-07-12,SMS,Reminder 1,Not Applicable,Supportive,1,0,5
COMM0006059,DCUST003151,DSC009,2022-07-17,SMS,Reminder 2,Not Applicable,Direct,1,1,10
COMM0006060,DCUST003152,DSC007,2022-10-14,Email,Initial Invite,Not Applicable,Informational,1,0,0
COMM0006061,DCUST003153,DSC001,2022-11-29,SMS,Initial Invite,Not Applicable,Supportive,1,0,0
COMM0006062,DCUST003153,DSC001,2022-12-10,SMS,Reminder 1,Not Applicable,Informational,1,0,11
COMM0006063,DCUST003153,DSC001,2022-12-21,SMS,Reminder 2,Not Applicable,Direct,1,0,22
COMM0006064,DCUST003153,DSC001,2022-12-26,Letter,Agent Follow-up,Not Applicable,Informational,1,0,27
COMM0006065,DCUST003154,DSC003,2022-06-08,SMS,Initial Invite,Not Applicable,Direct,1,0,0
COMM0006066,DCUST003154,DSC003,2022-06-14,SMS,Reminder 1,Not Applicable,Direct,1,1,6
COMM0006067,DCUST003155,DSC003,2022-09-11,SMS,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0006068,DCUST003155,DSC003,2022-09-17,SMS,Reminder 1,Not Applicable,Supportive,1,0,8
COMM0006069,DCUST003156,DSC001,2022-12-06,Email,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0006070,DCUST003156,DSC001,2022-12-12,Email,Reminder 1,Not Applicable,Supportive,1,1,7
COMM0006071,DCUST003157,DSC006,2023-03-04,SMS,Initial Invite,Not Applicable,Direct,1,0,1
COMM0006072,DCUST003157,DSC006,2023-03-15,SMS,Reminder 1,Not Applicable,Direct,1,0,12
COMM0006073,DCUST003157,DSC006,2023-03-21,Email,Reminder 2,Not Applicable,Informational,1,0,18
COMM0006074,DCUST003158,DSC010,2022-06-30,SMS,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0006075,DCUST003158,DSC010,2022-07-12,SMS,Reminder 1,Not Applicable,Direct,1,0,13
COMM0006076,DCUST003159,DSC001,2022-08-12,Email,Initial Invite,Not Applicable,Direct,1,0,2
COMM0006077,DCUST003159,DSC001,2022-08-22,Email,Reminder 1,Not Applicable,Supportive,1,0,12
COMM0006078,DCUST003160,DSC008,2022-12-29,Email,Initial Invite,Not Applicable,Informational,1,0,2
COMM0006079,DCUST003161,DSC003,2023-02-20,SMS,Initial Invite,Not Applicable,Direct,1,0,2
COMM0006080,DCUST003162,DSC003,2023-04-26,SMS,Initial Invite,Not Applicable,Direct,1,0,2
COMM0006081,DCUST003163,DSC004,2023-05-11,SMS,Initial Invite,Not Applicable,Supportive,0,0,1
COMM0006082,DCUST003163,DSC004,2023-05-20,SMS,Reminder 1,Not Applicable,Direct,1,0,10
COMM0006083,DCUST003164,DSC008,2023-03-02,Email,Initial Invite,Not Applicable,Informational,1,1,2
COMM0006084,DCUST003164,DSC008,2023-03-05,SMS,Reminder 1,Variant,Supportive,1,1,5
COMM0006085,DCUST003164,DSC008,2023-03-18,SMS,Reminder 2,Control,Direct,1,0,18
COMM0006086,DCUST003165,DSC006,2023-03-13,Letter,Initial Invite,Not Applicable,Informational,1,0,1
COMM0006087,DCUST003166,DSC001,2022-09-16,SMS,Initial Invite,Not Applicable,Direct,1,0,1
